ID	tt_tram	tt_metro	tt_bus	tc_tram	tc_metro	tc_bus	hw_tram	hw_metro	hw_bus	choice
99	25	15	25	2	2	1	12	7	12	2
100	25	10	25	2.5	4.5	1	7	5	12	2
101	30	15	45	1.5	2	1	9	5	12	2
102	15	10	40	2.5	2	1.5	9	5	12	2
103	15	15	40	2	2	1.5	7	12	12	1
104	25	15	40	2	3	1	9	7	15	2
105	25	15	45	2	2	1.5	9	7	12	2
106	15	10	40	2	3	1	7	12	12	1
107	25	20	25	1.5	4.5	1	9	12	15	1
108	25	15	25	1.5	4.5	1.5	12	12	12	1
109	25	15	40	2.5	2	0.5	7	12	12	1
110	15	20	40	1.5	3	1.5	12	7	12	2
111	25	20	40	1.5	3	0.5	7	7	10	2
112	15	10	40	1.5	3	1	7	7	12	1
113	25	15	40	2	2	1.5	9	12	10	1
114	30	10	40	2.5	3	0.5	9	5	15	2
115	15	15	40	2.5	3	1	12	7	15	2
116	30	15	40	2.5	3	1	9	5	15	2
117	25	10	45	2.5	3	0.5	9	7	12	2
118	25	20	40	1.5	3	0.5	9	12	12	1
119	30	15	45	2	3	0.5	9	12	15	1
120	30	10	40	1.5	4.5	1.5	9	7	15	1
121	15	15	25	2	4.5	1.5	9	5	12	2
122	25	20	40	2	2	1	9	7	10	2
123	30	10	45	2.5	3	1.5	7	5	12	2
124	30	15	40	2	3	0.5	12	7	15	2
125	25	20	25	2.5	4.5	0.5	9	7	15	2
126	25	20	40	1.5	4.5	1	9	7	12	2
127	15	10	40	2	3	1.5	9	7	15	2
128	25	15	40	2	4.5	0.5	12	7	10	1
129	25	20	45	1.5	4.5	1	12	7	15	2
130	15	15	45	2.5	2	1.5	7	12	15	1
131	30	15	40	2.5	2	1	9	12	12	1
132	25	15	45	1.5	4.5	1	12	7	12	2
133	25	15	40	2	4.5	1.5	12	7	12	2
134	30	20	45	2	3	1	9	12	15	1
135	25	10	25	1.5	3	0.5	7	5	12	2
136	15	15	45	1.5	3	1	9	12	15	1
137	25	15	40	2	3	1	7	7	15	2
138	30	20	40	2.5	4.5	1	9	5	12	2
139	25	15	45	1.5	2	1.5	12	7	12	2
140	25	20	40	2.5	2	1.5	9	7	15	2
141	30	15	40	2	2	1	7	7	12	2
142	15	15	40	1.5	3	0.5	9	7	10	2
143	25	20	40	2.5	3	1	12	7	12	2
144	30	15	25	1.5	3	1.5	9	7	10	1
145	25	15	40	1.5	3	1	9	7	12	2
146	25	15	40	1.5	4.5	1.5	9	12	12	1
147	30	10	40	1.5	3	0.5	7	12	12	1
148	25	10	40	2	2	1	12	7	10	2
149	15	10	40	2.5	4.5	1	9	12	15	1
150	25	10	45	2.5	3	1.5	12	7	15	2
151	15	15	45	1.5	2	0.5	9	7	12	2
152	15	10	40	2	3	1.5	12	7	12	2
153	25	10	25	2.5	3	1	7	12	10	1
154	30	15	40	1.5	4.5	0.5	7	7	12	1
155	30	10	45	2	3	0.5	12	7	15	2
156	30	20	45	2	4.5	0.5	9	7	12	1
157	15	10	25	2	4.5	1	9	7	15	2
158	25	20	40	2	2	1	9	5	12	2
159	25	15	40	2	3	1	12	12	12	3
160	25	15	40	2	3	1	12	12	12	1
161	25	10	45	2	4.5	1.5	12	5	12	2
162	25	10	45	2	2	1.5	12	7	15	2
163	15	20	45	2	2	1	9	7	12	2
164	30	15	40	1.5	3	0.5	9	7	12	2
165	25	15	25	2.5	2	1	9	5	10	2
166	25	15	40	1.5	3	1.5	9	5	12	2
167	30	10	45	1.5	3	1	9	7	15	2
168	15	15	25	2	3	1.5	12	12	12	1
169	25	10	25	2.5	4.5	1	7	7	10	2
170	25	15	40	2	4.5	0.5	7	5	10	2
171	15	15	40	1.5	3	1	9	7	12	2
172	25	15	25	2.5	2	1.5	7	7	10	2
173	15	15	25	2.5	2	0.5	9	12	12	1
174	25	15	45	2	3	1	7	5	12	2
175	30	20	40	1.5	3	1.5	9	5	10	2
176	15	15	40	2	4.5	0.5	7	7	15	1
177	25	15	40	1.5	4.5	0.5	7	7	12	1
178	30	15	25	2	4.5	1.5	12	12	12	2
179	25	15	40	2.5	3	1	9	7	15	2
180	15	20	40	2	2	1	9	7	10	2
181	25	10	45	2	3	1	12	7	10	2
182	25	20	40	1.5	4.5	0.5	7	5	12	1
183	15	20	45	1.5	3	1.5	9	7	12	2
184	25	15	25	2	3	0.5	9	7	15	2
185	25	10	25	2.5	3	1.5	7	7	12	2
186	25	10	45	2	3	1	9	7	12	2
187	25	15	45	2	3	1	9	12	10	1
188	15	15	45	2	4.5	1	9	12	15	1
189	25	15	25	2	3	1.5	9	5	15	2
190	25	15	25	2	3	1.5	7	12	12	1
191	15	15	25	2.5	3	0.5	12	7	15	2
192	15	10	40	2	3	1.5	9	12	12	1
193	15	15	40	2.5	3	1	12	7	12	2
194	25	10	40	2.5	3	1.5	9	5	12	2
195	25	10	45	2	2	1.5	12	12	10	3
196	30	15	45	2.5	3	0.5	7	7	10	1
197	15	15	25	2	4.5	0.5	9	7	10	2
198	25	15	40	2	4.5	1	9	12	15	1
199	15	10	45	1.5	2	1	12	7	15	2
200	25	10	25	2	3	1	9	7	15	2
201	15	20	25	1.5	3	1.5	9	7	10	2
202	15	20	25	1.5	2	1	9	5	15	2
203	30	20	40	2	3	1.5	12	5	12	2
204	15	10	40	2.5	3	0.5	9	7	10	2
205	25	15	40	2.5	3	1	12	5	10	2
206	30	20	45	2	4.5	1	9	5	12	2
207	15	15	45	2.5	4.5	1.5	9	5	12	2
208	15	10	40	1.5	3	1.5	9	5	12	2
209	25	15	40	2	3	1	7	7	12	2
210	15	15	45	1.5	4.5	1	12	7	15	2
211	25	10	45	1.5	3	1	9	12	12	1
212	30	20	40	1.5	3	1	7	5	15	2
213	25	15	40	2.5	4.5	1	9	7	15	2
214	15	20	40	2.5	3	1	12	5	12	2
215	25	15	25	2.5	3	1.5	9	7	15	2
216	25	20	40	2.5	3	1	9	5	10	2
217	15	15	40	2.5	3	1	9	7	12	2
218	30	15	40	2.5	2	1.5	7	5	12	2
219	15	15	45	2.5	3	1	9	12	12	1
220	25	20	45	2	3	1	7	5	15	2
221	25	15	45	2	3	1	7	12	10	1
222	25	15	40	2.5	3	0.5	7	12	12	1
223	25	15	45	2.5	3	1	7	12	12	1
224	25	20	40	2	4.5	1	12	7	12	2
225	15	10	40	1.5	3	1	9	5	15	2
226	15	10	40	2	4.5	1	9	7	12	1
227	25	15	40	1.5	3	1.5	12	12	12	2
228	25	10	25	2	3	1	12	7	12	2
229	30	20	45	2	4.5	0.5	7	7	12	1
230	30	15	40	1.5	3	1	9	12	12	1
231	30	15	40	2	2	0.5	7	5	12	2
232	15	15	45	1.5	2	1.5	9	7	12	1
233	15	20	45	1.5	4.5	1	12	7	12	2
234	15	15	25	2	3	1	12	5	10	2
235	25	20	25	2	3	1.5	7	5	15	2
236	15	10	40	1.5	3	0.5	12	12	15	1
237	15	15	25	1.5	2	1.5	9	12	12	1
238	25	20	40	2	3	1	9	7	15	2
239	25	10	40	2	2	1	7	7	12	2
240	25	15	40	2	4.5	1	9	7	10	1
241	25	15	40	2	2	0.5	9	7	10	2
242	25	20	25	1.5	2	1.5	9	5	12	2
243	30	15	40	2	3	0.5	7	12	15	1
244	25	15	40	2	4.5	1.5	7	7	10	1
245	30	10	40	1.5	3	1	12	7	10	2
246	25	15	40	2	4.5	1	9	7	15	2
247	30	20	25	2.5	4.5	1.5	9	12	12	3
248	25	15	40	2	3	1.5	7	5	12	2
249	25	15	45	2	2	1	12	7	12	2
250	30	15	40	2	2	1	7	5	15	2
251	15	10	25	1.5	2	0.5	9	5	10	2
252	25	10	40	2.5	2	1	7	7	12	2
253	25	10	45	2	2	1.5	7	5	12	2
254	30	15	40	2	3	0.5	12	7	12	2
255	25	10	40	1.5	2	1	9	5	12	2
256	30	15	40	2	3	1	9	5	15	1
257	15	10	25	1.5	4.5	0.5	9	7	12	2
258	25	15	40	1.5	2	1	7	7	10	1
259	30	15	45	1.5	2	0.5	7	7	12	2
260	25	20	40	1.5	2	1.5	12	7	10	2
261	30	15	40	2	2	0.5	12	7	12	2
262	30	15	40	2	2	1	9	7	12	2
263	25	10	25	2	4.5	1.5	7	5	15	2
264	25	15	40	2	3	1	7	7	10	1
265	25	10	40	2	3	0.5	7	7	12	2
266	15	15	40	2.5	4.5	1	12	5	15	2
267	25	10	40	2.5	3	0.5	7	12	15	1
268	15	10	40	2.5	4.5	1.5	7	7	12	1
269	15	10	40	2	4.5	0.5	12	7	12	2
270	30	10	40	2	3	1	9	12	10	1
271	25	20	25	1.5	3	0.5	9	7	15	2
272	15	15	45	1.5	3	1	12	12	12	1
273	15	10	40	2.5	2	1.5	12	12	10	2
274	30	10	45	2.5	3	1	7	7	12	2
275	15	15	40	2	2	0.5	7	7	10	2
276	15	15	40	2	3	0.5	12	5	15	2
277	25	15	45	2	4.5	1	12	7	15	2
278	25	15	25	2.5	2	1	12	7	15	2
279	25	10	25	2	2	1.5	12	7	12	2
280	30	20	40	2.5	2	1	9	5	12	2
281	25	10	40	2.5	4.5	1	9	7	12	2
282	25	15	40	2	3	1	7	12	15	1
283	30	15	45	2	3	1.5	7	12	12	1
284	30	10	40	2	2	1	9	5	15	2
285	25	15	40	1.5	4.5	1	12	7	12	2
286	30	15	25	1.5	4.5	1.5	12	7	10	2
287	30	10	40	2.5	3	0.5	9	7	12	2
288	25	10	45	2	4.5	0.5	12	7	15	2
289	25	10	40	2	3	0.5	12	5	12	2
290	15	20	40	2	4.5	1	9	12	10	1
291	25	15	45	2	2	1	12	7	15	2
292	15	15	25	2	4.5	1	12	12	15	1
293	30	20	25	2.5	3	1	12	5	12	2
294	25	15	25	1.5	3	1	9	7	15	2
295	15	15	40	2	3	1	7	7	12	2
296	15	10	25	1.5	2	1	12	7	12	2
297	25	20	40	2	3	1.5	9	7	15	2
298	30	10	25	1.5	3	1	9	7	12	2
299	30	20	25	1.5	3	0.5	9	12	15	1
300	25	15	40	1.5	3	1	9	7	12	2
301	15	10	40	2	3	1	7	5	10	2
302	30	15	25	2	2	1.5	9	7	12	2
303	25	15	40	2.5	2	1	7	5	15	2
304	15	15	25	2.5	2	1	12	7	12	2
305	30	10	45	2	2	0.5	9	12	12	1
306	25	20	25	2.5	2	1.5	12	5	12	2
307	25	10	40	2	3	1.5	7	12	12	1
308	30	15	40	2	2	1	7	12	10	1
309	25	15	25	2	3	1	7	5	10	2
310	30	15	40	2	2	1.5	12	5	12	2
311	25	10	45	1.5	4.5	0.5	12	5	12	2
312	25	15	45	2.5	4.5	1	12	5	12	2
313	15	15	40	2	4.5	1	7	5	15	2
314	15	15	40	2	2	1	12	5	12	2
315	25	15	45	1.5	2	1	9	7	12	2
316	15	20	25	1.5	3	1	7	12	15	1
317	30	10	45	2	2	1	9	7	12	2
318	15	20	45	2	4.5	1	9	5	12	2
319	30	15	25	2	3	0.5	7	12	10	3
320	25	10	45	2	3	0.5	7	7	12	1
321	25	10	40	2	2	1	9	7	10	2
322	25	15	25	2.5	3	1.5	9	5	15	2
323	15	20	45	2.5	3	1.5	12	7	12	2
324	25	15	40	2.5	4.5	1	12	7	10	2
325	25	10	40	2	4.5	1	9	7	12	2
326	25	20	40	2.5	2	1	9	5	12	2
327	15	20	45	2	3	1	12	12	12	2
328	25	10	40	2.5	3	0.5	12	12	10	2
329	30	20	40	2	3	0.5	9	12	12	1
330	25	15	45	2.5	2	1.5	9	5	15	2
331	25	20	25	2.5	4.5	1	7	12	15	1
332	15	20	25	2.5	4.5	1.5	9	7	15	1
333	25	15	40	2.5	2	1	9	7	12	2
334	25	10	40	2.5	3	0.5	7	5	12	2
335	25	15	45	2	3	0.5	7	7	10	2
336	30	20	40	2	4.5	1	9	7	10	1
337	25	15	40	2	3	1	9	7	10	2
338	25	10	25	1.5	4.5	1.5	9	7	12	2
339	30	10	40	2	2	1.5	12	5	12	2
340	15	20	25	2	3	1	9	7	10	1
341	30	15	25	2	3	1.5	9	7	12	2
342	25	20	25	1.5	3	0.5	9	5	12	2
343	25	20	40	2	2	1.5	9	7	15	2
344	30	10	40	1.5	3	1.5	12	7	10	2
345	25	15	45	2	2	1.5	9	7	10	2
346	30	15	40	2	3	1.5	12	5	12	2
347	25	15	40	2	2	1.5	7	12	10	1
348	30	15	40	2	4.5	1	12	7	15	2
349	15	15	40	2	4.5	0.5	9	7	12	2
350	30	15	40	2.5	3	0.5	12	7	12	2
351	15	10	25	2	4.5	1.5	12	12	12	3
352	25	15	40	2	2	1	12	7	12	2
353	25	15	25	2.5	3	0.5	7	7	10	2
354	15	15	25	2.5	3	0.5	9	7	12	2
355	25	15	25	2	4.5	0.5	9	5	10	2
356	25	10	45	2	3	1	7	12	10	1
357	25	20	40	2	4.5	1	7	7	10	1
358	15	15	40	1.5	3	1	12	7	12	2
359	30	20	40	1.5	4.5	1	9	5	12	2
360	30	20	25	2	2	1	12	12	10	3
361	25	20	25	1.5	3	1	9	7	15	2
362	30	15	40	2	4.5	0.5	9	5	10	2
363	15	15	25	2	4.5	1.5	12	7	12	2
364	15	15	45	2	2	0.5	12	7	12	2
365	30	10	45	2	3	1.5	9	7	10	2
366	25	20	45	2	3	1	9	7	15	2
367	25	15	40	1.5	3	1	7	5	12	2
368	15	15	40	1.5	3	1	9	7	12	1
369	30	15	40	2.5	2	1	7	7	12	2
370	25	15	40	1.5	3	1	9	7	10	2
371	15	15	25	1.5	2	1	9	7	12	2
372	25	10	25	2.5	2	0.5	9	7	12	2
373	25	15	40	1.5	3	1.5	9	7	12	2
374	30	15	25	2	3	1.5	9	5	12	2
375	25	20	25	2	3	1	9	12	10	3
376	25	10	45	2	3	1	9	7	12	2
377	30	10	45	2	3	1	7	12	10	1
378	15	10	40	2	3	1.5	12	7	10	2
379	25	10	25	2	2	1	9	12	12	1
380	15	15	40	2.5	2	1	9	5	12	2
381	25	15	25	2	4.5	0.5	12	12	15	1
382	30	15	45	2	2	1	12	7	12	2
383	25	15	40	1.5	2	1	9	12	12	3
384	25	15	40	2	2	1	9	7	10	1
385	25	20	40	2	3	1.5	12	7	12	2
386	15	15	40	2	3	0.5	12	12	12	1
387	15	15	40	2	2	1.5	12	5	12	2
388	25	15	40	2	4.5	1.5	12	7	12	2
389	30	15	25	2.5	4.5	1.5	9	5	12	2
390	25	20	40	2	2	1	12	5	10	2
391	25	20	25	1.5	3	0.5	7	12	12	1
392	15	20	40	2	3	0.5	9	12	12	1
393	15	15	45	2.5	4.5	1	12	5	12	2
394	30	15	25	2	3	1.5	7	5	15	2
395	30	10	25	1.5	3	0.5	9	7	15	2
396	25	15	25	2	4.5	1.5	9	7	10	1
397	30	10	40	2	2	1.5	12	7	12	2
398	25	20	45	1.5	2	0.5	9	12	10	1
399	15	20	45	1.5	3	0.5	7	12	12	1
400	30	15	25	2	2	1	7	5	15	2
401	25	10	25	1.5	2	1	9	12	10	1
402	25	15	45	2	2	1	12	5	12	2
403	25	15	45	2	3	1.5	9	7	10	2
404	25	10	25	2	2	0.5	7	5	10	2
405	15	15	40	1.5	3	1	7	7	12	1
406	15	20	40	1.5	2	1	12	7	12	2
407	30	15	45	2	3	0.5	12	12	10	3
408	25	20	40	2	3	1	9	7	12	1
409	30	10	45	2.5	2	1	12	7	15	2
410	30	20	25	2	3	1.5	12	7	15	2
411	25	20	40	2.5	3	1.5	9	12	12	1
412	30	10	40	2	3	0.5	9	7	15	2
413	30	15	45	2	4.5	1	9	5	10	2
414	30	20	25	1.5	4.5	1	7	7	10	1
415	30	15	40	1.5	3	1	7	5	12	2
416	30	15	40	1.5	3	1.5	9	12	12	1
417	30	20	40	2.5	3	0.5	9	7	12	2
418	25	20	25	2	2	1.5	12	5	12	2
419	15	15	45	2	3	1	9	7	12	2
420	30	15	45	2	4.5	1.5	9	12	12	1
421	30	20	40	1.5	3	1	12	12	12	2
422	30	15	25	2	3	1	12	7	12	2
423	15	15	25	2	2	1.5	9	5	15	2
424	25	15	40	1.5	2	1.5	12	7	15	2
425	25	15	40	2	3	1	9	5	15	2
426	25	15	40	2	4.5	0.5	12	7	12	2
427	25	10	25	2	3	1	7	7	12	2
428	30	20	40	1.5	3	1	7	7	15	1
429	30	20	25	1.5	2	0.5	7	7	12	2
430	25	20	40	2.5	3	1	7	12	12	1
431	25	10	25	2	3	1	9	12	12	3
432	15	15	40	2.5	3	1	12	7	10	2
433	15	10	25	2	3	1	7	7	12	1
434	25	10	40	2.5	2	0.5	7	5	10	2
435	25	15	40	1.5	4.5	1	7	12	10	1
436	15	20	25	2.5	3	1	9	12	15	1
437	15	20	25	1.5	4.5	1	9	7	12	1
438	25	10	25	2.5	2	1.5	7	5	10	2
439	30	15	40	1.5	3	1	7	7	12	2
440	30	15	40	2	4.5	0.5	9	12	10	1
441	15	15	40	2	3	1.5	12	12	10	3
442	25	20	45	2.5	2	0.5	9	5	15	2
443	30	15	45	1.5	3	1	12	12	15	2
444	25	15	25	1.5	3	1.5	12	7	12	2
445	25	10	40	1.5	3	1	12	7	10	2
446	15	15	45	1.5	4.5	1	9	7	12	1
447	30	15	45	1.5	3	1	12	7	12	2
448	30	15	40	2.5	3	1.5	12	7	12	2
449	15	10	45	1.5	3	1.5	7	5	12	2
450	30	15	25	2	2	0.5	12	7	12	2
451	25	15	45	2	3	1	12	7	10	2
452	30	15	25	2	3	1	7	7	10	1
453	30	10	25	1.5	3	0.5	9	5	12	2
454	25	15	40	1.5	3	1	12	7	10	2
455	15	15	40	1.5	3	1	9	7	12	2
456	25	15	40	2.5	2	0.5	9	7	10	2
457	30	10	45	1.5	2	1	7	12	10	1
458	25	15	45	2	3	0.5	9	5	15	2
459	15	20	25	2.5	4.5	1	9	7	12	2
460	25	10	25	2.5	3	1	9	7	12	2
461	30	15	25	2	4.5	0.5	12	7	10	2
462	25	20	40	2	3	1	7	7	10	1
463	25	15	40	1.5	2	1	9	12	10	3
464	15	15	45	2	2	0.5	9	7	15	1
465	30	15	40	1.5	3	1.5	9	7	12	2
466	30	15	40	1.5	2	1	9	7	12	2
467	15	15	45	1.5	4.5	0.5	9	7	12	2
468	30	15	40	2	3	1	12	12	12	1
469	15	15	25	2	4.5	1	9	7	12	2
470	25	15	40	2.5	3	1	7	7	12	2
471	15	20	25	2	3	1	7	7	15	2
472	30	10	25	2.5	4.5	1	9	7	10	2
473	15	15	45	2	3	1.5	9	7	12	2
474	30	15	25	2.5	2	1	12	12	15	2
475	25	20	40	2	2	1	7	7	15	2
476	30	20	25	1.5	3	1.5	9	7	12	2
477	30	15	40	2	4.5	1	12	7	12	2
478	25	10	25	2	2	1.5	7	12	10	1
479	30	20	40	1.5	2	1	12	5	15	2
480	25	10	40	2	3	1	12	7	12	2
481	30	15	40	2	3	1.5	12	5	12	2
482	15	10	45	1.5	3	1.5	9	7	12	2
483	25	10	40	2.5	2	1.5	9	12	15	1
484	15	15	45	1.5	3	1	9	5	12	2
485	30	15	25	2.5	3	1.5	9	7	15	2
486	25	20	25	2	4.5	1	9	12	10	1
487	25	15	45	2	4.5	0.5	9	5	15	2
488	25	20	40	2	3	1	7	5	10	1
489	25	15	45	2	2	1.5	9	7	12	2
490	25	20	45	2.5	2	1.5	9	12	12	1
491	25	20	40	2.5	3	1	9	7	15	2
492	25	10	25	1.5	2	1.5	9	5	12	2
493	25	15	25	2	3	0.5	9	7	12	2
494	25	20	45	2	2	1.5	12	7	15	2
495	15	10	40	2	3	1	9	7	12	2
496	25	10	45	2.5	2	1	9	7	10	2
497	15	10	40	2	4.5	1	9	7	12	2
498	30	15	40	2	4.5	1	9	7	12	2
499	30	15	40	2	2	0.5	9	5	12	2
500	30	10	45	2	2	0.5	9	7	12	2
501	30	15	45	2	3	0.5	9	7	12	2
502	25	20	40	1.5	4.5	1	12	5	12	2
503	30	15	40	1.5	4.5	1.5	9	5	15	2
504	25	15	40	2.5	3	1	12	7	15	2
505	30	15	45	2	4.5	1	7	12	12	1
506	25	15	45	2	3	0.5	12	7	12	2
507	25	15	45	2.5	3	1.5	12	12	10	3
508	25	20	40	1.5	3	1	12	5	12	2
509	25	15	40	2.5	3	0.5	12	5	10	2
510	25	15	40	2	3	1.5	7	5	15	2
511	25	15	25	2	3	0.5	7	7	10	3
512	25	10	40	1.5	3	1.5	7	7	12	1
513	25	20	40	2	4.5	1.5	9	12	15	1
514	25	10	40	2	3	1.5	7	5	12	2
515	25	15	45	2	4.5	1	7	5	15	2
516	15	20	40	1.5	4.5	0.5	9	5	10	1
517	30	20	45	2	3	1	9	7	15	2
518	25	20	40	2.5	3	1	12	7	12	2
519	30	20	25	2	3	1	9	5	12	2
520	15	20	25	1.5	4.5	1	9	7	10	1
521	25	15	25	2	3	1	9	5	15	2
522	30	15	40	1.5	3	1	9	12	15	1
523	25	15	25	2.5	4.5	1	12	7	15	2
524	15	10	40	2	3	1.5	9	12	10	1
525	30	20	25	1.5	3	0.5	9	7	12	2
526	25	20	45	2	4.5	1.5	7	7	12	1
527	15	15	45	1.5	3	1	7	5	12	2
528	25	10	25	2.5	4.5	1	7	5	12	1
529	30	15	40	2	3	1	9	5	12	2
530	15	20	45	2.5	4.5	0.5	7	12	12	1
531	25	20	40	2	2	1	9	12	15	1
532	30	10	45	2	2	1.5	7	7	12	2
533	15	20	25	2	3	1	9	12	15	1
534	25	10	25	2	4.5	1	12	12	10	3
535	15	15	40	1.5	3	0.5	12	5	12	2
536	15	10	25	1.5	3	1	9	7	12	1
537	25	15	45	2	2	1.5	7	12	12	1
538	25	15	40	2	3	1	9	7	10	2
539	25	15	25	1.5	4.5	1	9	5	12	2
540	30	15	40	2	3	0.5	12	5	10	2
541	15	15	45	2	4.5	1	12	7	12	2
542	30	15	25	1.5	2	0.5	9	7	15	2
543	15	15	40	2.5	2	0.5	7	7	10	2
544	30	15	40	2	3	1.5	12	5	10	2
545	15	15	40	2	3	1	9	12	15	1
546	25	20	40	2	2	0.5	9	7	12	2
547	30	20	25	1.5	4.5	1	7	5	12	2
548	25	10	45	2	3	1.5	9	7	15	2
549	25	20	40	2	4.5	1	9	7	12	2
550	25	15	45	2.5	2	1	12	12	12	2
551	25	20	25	2.5	4.5	1	9	12	10	3
552	15	15	40	2	2	1	7	7	12	1
553	30	15	25	2	3	1	9	5	12	2
554	25	10	25	2	2	1	9	5	12	2
555	25	20	25	1.5	3	1	12	5	12	2
556	15	20	45	2.5	4.5	1	9	12	15	1
557	30	10	40	1.5	4.5	1	12	7	12	2
558	25	15	40	2.5	4.5	1.5	9	5	15	2
559	25	15	40	2	4.5	0.5	9	5	12	2
560	25	10	40	1.5	3	1	9	7	12	1
561	25	15	25	2	2	1.5	12	7	12	2
562	30	20	40	1.5	3	1	9	12	15	1
563	30	15	25	2	3	1.5	9	12	12	1
564	15	20	45	1.5	3	0.5	7	5	12	1
565	25	15	40	2	3	1	9	5	10	2
566	25	15	40	2.5	4.5	1	12	5	12	2
