ID	tt_tram	tt_metro	tt_bus	tc_tram	tc_metro	tc_bus	hw_tram	hw_metro	hw_bus	choice
13	25	20	30	2	3	0.3	7	7	11	2
13	25	20	30	1.5	3	0.3	9	11	11	1
13	25	15	30	2.5	2	0.8	9	11	14	2
13	30	15	30	2	3	0.8	7	7	11	2
13	25	10	30	2	4	0.5	7	7	14	2
13	15	20	30	2	3	0.8	7	11	10	1
13	25	20	40	1.5	2	0.3	7	7	10	2
13	25	15	30	2.5	3	0.8	9	7	10	2
14	30	20	30	2	3	0.3	9	11	10	2
14	15	15	30	2	3	0.8	7	5	11	1
14	15	10	40	2.5	2	0.5	9	11	14	2
14	25	10	20	2	3	0.8	9	7	14	2
14	25	20	30	2	2	0.5	7	7	11	2
14	30	20	20	2	2	0.5	7	7	14	2
14	25	10	20	2	4	0.5	9	7	11	2
14	15	10	40	2	3	0.5	9	7	11	2
14	15	15	40	2.5	4	0.8	12	5	10	2
14	15	20	40	2	2	0.5	9	11	10	1
15	15	20	30	2	2	0.5	9	11	10	1
15	25	10	30	2.5	4	0.5	9	5	14	2
15	25	20	20	2	3	0.5	12	7	11	3
15	25	15	30	1.5	4	0.8	9	5	11	2
15	25	15	30	1.5	3	0.3	7	11	14	2
15	30	10	30	2	3	0.3	9	7	11	2
15	25	20	20	1.5	4	0.5	9	5	14	2
15	25	10	30	1.5	2	0.3	12	7	14	2
15	15	15	40	2	3	0.8	12	7	10	2
15	15	20	20	2	2	0.3	7	7	11	1
16	15	10	20	2	2	0.5	9	5	10	2
16	30	20	40	1.5	2	0.5	9	7	11	2
16	15	15	30	1.5	3	0.5	12	11	14	2
16	30	10	30	2.5	3	0.5	9	5	11	2
16	15	20	30	2	3	0.3	7	11	11	1
16	25	15	40	2	3	0.3	9	11	11	2
16	25	20	30	1.5	2	0.3	7	7	10	2
16	25	15	30	2.5	3	0.8	9	11	11	2
16	30	15	30	1.5	2	0.5	9	11	10	2
16	30	15	30	2.5	3	0.5	12	11	11	2
17	25	15	20	2	4	0.5	9	7	10	2
17	25	15	20	1.5	3	0.8	7	7	10	2
17	25	15	30	2	4	0.5	7	7	10	2
17	30	15	20	2	4	0.8	7	7	11	2
17	30	15	30	2	2	0.3	7	7	14	2
17	25	20	30	1.5	4	0.3	7	11	11	1
17	15	15	40	2.5	4	0.5	7	11	10	1
17	25	10	30	2	3	0.3	9	5	11	2
17	30	20	40	2	4	0.5	9	7	11	2
17	30	15	40	1.5	4	0.5	12	7	14	2
18	30	15	30	1.5	4	0.3	9	7	10	2
18	25	15	20	1.5	4	0.8	9	11	11	2
18	25	15	20	1.5	4	0.3	9	11	11	2
18	30	20	40	1.5	4	0.8	7	5	14	2
18	25	20	40	2	2	0.5	9	11	11	2
18	30	20	20	1.5	4	0.5	12	11	14	2
18	25	15	40	2	3	0.5	7	11	11	2
18	15	10	20	1.5	2	0.8	7	5	10	2
18	15	20	40	1.5	3	0.5	9	5	11	2
18	25	15	30	2.5	4	0.8	9	5	14	2
19	25	15	40	1.5	3	0.8	7	11	11	2
19	30	20	30	2.5	2	0.3	9	5	10	2
19	25	10	30	2.5	4	0.5	9	7	11	2
19	25	15	40	2	2	0.3	9	11	11	2
19	15	15	30	2	3	0.5	12	7	14	2
19	30	15	30	2	3	0.8	12	11	10	2
19	25	15	20	2.5	2	0.3	12	7	10	2
19	30	20	40	2	4	0.5	12	7	11	2
19	30	10	30	1.5	2	0.8	9	5	11	2
19	25	15	20	1.5	2	0.3	9	7	11	2
20	15	10	20	2	2	0.8	9	5	11	2
20	25	20	30	2.5	4	0.3	9	7	14	2
20	25	20	40	1.5	3	0.5	7	11	11	1
20	25	15	20	2.5	4	0.5	9	7	10	2
20	25	20	30	2	3	0.5	9	5	14	2
20	15	15	30	2	4	0.3	9	7	11	1
20	25	15	30	2	4	0.5	12	7	10	2
20	15	20	20	1.5	2	0.5	7	7	10	1
20	25	15	40	1.5	3	0.3	9	11	11	2
20	25	10	30	2.5	3	0.3	7	7	11	2
21	15	15	30	2	3	0.5	7	11	11	1
21	25	10	20	2	2	0.5	7	11	14	2
21	15	15	30	2.5	3	0.5	7	7	11	2
21	25	20	30	2	4	0.5	12	11	11	2
21	25	15	40	1.5	4	0.8	12	11	11	2
21	15	10	30	2	2	0.3	7	5	14	2
21	25	20	40	2.5	3	0.5	12	5	14	2
21	25	15	20	1.5	3	0.8	9	11	11	2
21	25	20	20	2	3	0.3	7	7	11	2
21	30	20	30	2.5	3	0.5	7	5	10	2
22	30	15	40	1.5	4	0.8	9	5	11	2
22	25	20	20	2	4	0.5	9	7	14	2
22	25	15	30	2	4	0.3	9	5	11	2
22	30	10	20	1.5	4	0.5	9	5	11	2
22	30	20	20	2.5	2	0.5	12	7	10	3
22	30	20	20	2	3	0.5	12	11	10	2
22	15	10	20	2.5	2	0.3	7	5	11	2
22	25	15	30	2.5	3	0.5	7	7	10	2
22	25	20	30	2	4	0.5	9	11	11	2
22	30	10	20	2	3	0.8	7	11	14	2
23	25	15	30	2	3	0.5	12	7	11	2
23	30	15	20	1.5	4	0.5	12	5	10	2
23	15	15	40	2.5	4	0.5	7	5	11	2
23	15	15	30	1.5	3	0.8	9	5	11	1
23	15	10	40	2	3	0.8	9	5	10	2
23	25	10	20	2	3	0.5	7	7	14	2
23	15	15	20	2	4	0.3	9	5	14	2
23	15	20	20	2.5	3	0.5	12	5	11	1
23	15	15	40	2	2	0.3	9	7	11	2
23	25	15	40	1.5	3	0.5	9	11	10	2
24	25	20	30	2.5	4	0.3	12	7	11	2
24	15	15	30	2	3	0.3	12	5	11	2
24	30	15	40	2	4	0.3	9	5	11	2
24	30	15	30	2	3	0.5	7	5	14	2
24	30	15	40	2	3	0.5	12	11	11	2
24	15	20	40	2	4	0.3	7	11	10	1
24	30	15	20	1.5	2	0.8	7	11	11	2
24	30	10	30	1.5	4	0.5	9	11	10	2
24	15	15	30	1.5	3	0.3	12	7	10	2
24	25	10	20	1.5	3	0.5	9	7	11	2
25	30	20	30	2	3	0.8	9	7	11	2
25	15	15	20	2.5	3	0.5	9	7	11	2
25	25	15	40	2.5	4	0.3	9	11	11	2
25	15	15	20	1.5	4	0.8	12	11	10	1
25	15	15	30	1.5	3	0.8	7	7	14	2
25	25	15	30	2	2	0.5	12	5	11	2
25	15	15	30	1.5	3	0.5	9	7	14	2
25	15	15	20	2	3	0.3	9	11	10	1
25	15	10	30	2	3	0.3	7	11	11	2
25	15	15	30	1.5	2	0.5	9	11	14	1
26	15	20	30	1.5	2	0.3	9	5	11	2
26	30	20	30	1.5	2	0.3	9	5	14	2
26	25	20	40	2	2	0.3	9	11	14	2
26	25	10	40	2.5	4	0.5	7	5	14	2
26	30	15	40	1.5	3	0.5	7	7	11	2
26	25	20	30	2	4	0.3	12	7	11	2
26	30	15	20	2.5	3	0.8	7	7	11	2
26	25	15	30	2	3	0.5	9	5	14	2
26	30	15	30	1.5	3	0.5	7	11	10	2
26	15	20	20	2	4	0.3	9	7	11	1
27	25	15	30	2.5	3	0.8	12	7	14	2
27	30	20	40	2	4	0.8	7	5	14	2
27	25	10	40	1.5	3	0.5	9	7	11	2
27	25	20	30	2.5	3	0.5	9	7	11	2
27	30	20	20	2	4	0.5	9	7	10	2
27	30	20	20	1.5	3	0.5	9	7	11	2
27	25	15	20	2	3	0.3	7	5	14	2
27	30	10	30	1.5	4	0.8	7	11	14	2
27	25	15	30	2	4	0.5	12	7	10	2
27	25	20	30	2	3	0.5	9	11	11	2
28	30	15	40	2	3	0.8	12	7	11	2
28	30	15	30	2.5	3	0.5	12	7	14	2
28	25	10	30	2.5	2	0.8	9	7	14	2
28	30	15	30	2	3	0.8	9	7	10	2
28	25	20	20	2	4	0.5	9	5	11	2
28	25	15	20	1.5	3	0.5	9	11	10	2
28	15	15	20	2	2	0.5	9	5	14	2
28	15	15	40	2	4	0.3	9	7	10	2
28	30	15	40	2	4	0.3	7	7	11	2
28	25	15	40	2	2	0.5	12	5	14	2
29	25	15	20	2	2	0.5	7	11	11	2
29	30	15	30	2	2	0.5	12	5	14	2
29	30	15	40	1.5	4	0.5	12	7	10	2
29	25	20	20	2.5	2	0.5	12	7	14	2
29	25	15	30	2	2	0.5	12	5	14	2
29	30	20	20	2	3	0.5	9	7	11	2
29	30	20	40	2.5	3	0.5	12	7	11	2
29	25	15	30	2.5	3	0.8	9	7	10	2
29	25	15	30	2	3	0.5	9	7	11	2
29	15	20	30	1.5	3	0.3	9	11	10	1
30	25	20	20	2	2	0.3	9	5	11	2
30	25	15	20	2.5	2	0.5	7	7	11	2
30	25	15	30	2.5	3	0.3	12	5	10	2
30	15	20	40	2	2	0.8	9	7	14	1
30	15	10	30	1.5	3	0.5	12	5	10	2
30	25	10	20	1.5	3	0.5	7	5	10	2
30	25	20	30	2.5	3	0.8	9	11	10	2
30	25	20	30	2	3	0.5	9	5	11	2
30	25	10	30	2.5	4	0.3	12	5	14	2
30	25	10	30	1.5	4	0.5	9	5	14	2
31	15	15	40	2	3	0.5	9	11	10	1
31	25	15	30	1.5	3	0.3	9	7	14	2
31	15	10	20	2.5	2	0.5	7	11	10	2
31	25	20	30	2	3	0.3	7	5	11	2
31	25	15	30	1.5	3	0.8	9	5	14	2
31	15	20	20	2.5	3	0.5	12	11	10	1
31	25	15	40	2	3	0.3	7	7	10	2
31	25	10	40	1.5	3	0.5	7	7	10	2
31	25	10	20	1.5	4	0.3	9	11	10	2
31	25	15	40	2	4	0.8	7	7	11	2
32	25	20	20	2	4	0.5	9	11	14	3
32	25	20	30	2	2	0.5	12	5	10	2
32	25	10	20	2	3	0.8	7	5	10	2
32	25	15	20	2.5	2	0.5	9	7	11	2
32	25	20	30	2	3	0.5	9	5	14	2
32	25	20	40	2.5	3	0.8	9	7	11	2
32	30	15	40	2	4	0.5	9	11	10	2
32	15	15	30	2	3	0.5	9	7	11	2
32	30	10	40	2	4	0.3	12	5	11	2
32	30	20	30	2	3	0.8	9	11	10	1
33	25	15	20	2	3	0.3	9	7	10	2
33	25	10	40	2.5	3	0.3	9	7	14	2
33	25	20	30	1.5	3	0.5	9	5	11	2
33	25	15	30	2	3	0.5	7	11	14	1
33	25	15	40	2	3	0.3	9	11	11	2
33	30	10	30	1.5	3	0.8	12	5	11	2
33	30	15	30	1.5	2	0.5	7	11	10	2
33	25	10	20	1.5	4	0.8	9	7	11	2
33	30	15	30	2	2	0.5	9	5	11	2
33	25	15	30	2	4	0.5	7	11	10	2
34	25	10	40	2.5	3	0.8	7	5	11	2
34	25	15	20	2	4	0.5	7	11	11	2
34	30	20	30	2	3	0.5	12	7	10	2
34	25	10	30	2.5	3	0.3	9	11	14	2
34	15	15	30	2.5	3	0.3	12	11	14	2
34	25	15	20	2	4	0.3	7	7	10	2
34	15	15	30	1.5	3	0.5	9	7	11	2
34	25	20	30	2	2	0.8	9	5	11	2
34	25	15	40	1.5	2	0.5	7	11	11	2
34	25	15	30	2	3	0.5	7	11	10	2
35	25	20	40	2	2	0.5	12	7	14	2
35	30	15	20	2	4	0.8	9	7	11	2
35	30	20	30	2	3	0.8	9	7	10	2
35	30	10	20	2	3	0.5	12	7	11	2
35	25	10	30	2.5	3	0.3	9	5	14	2
35	15	15	30	2.5	4	0.5	7	11	11	1
35	25	10	20	2.5	3	0.5	9	5	11	2
35	25	15	30	2	4	0.3	12	5	14	2
35	30	20	30	2	4	0.8	9	11	11	2
35	25	10	40	2	3	0.5	12	5	11	2
36	25	15	40	2.5	3	0.5	9	5	11	2
36	15	10	20	2.5	3	0.3	7	5	11	2
36	30	20	40	1.5	2	0.3	9	11	11	2
36	15	15	30	2	4	0.3	9	7	11	2
36	30	15	20	1.5	2	0.8	12	11	10	2
36	30	10	30	2	3	0.5	12	7	14	2
36	15	15	30	1.5	3	0.5	12	7	11	2
36	25	20	30	2	3	0.5	9	11	14	2
36	15	10	30	2.5	2	0.5	9	11	14	2
36	15	15	40	1.5	3	0.5	9	11	11	1
37	25	15	30	1.5	3	0.5	9	7	11	2
37	30	10	30	2.5	3	0.5	9	5	11	2
37	25	10	30	1.5	2	0.3	12	5	10	2
37	30	10	40	2	2	0.8	9	7	14	2
37	25	10	20	2	4	0.5	9	7	11	2
37	25	20	30	2.5	4	0.3	12	7	11	2
37	15	20	40	2.5	3	0.8	9	7	11	2
37	15	15	40	1.5	3	0.5	12	7	14	2
37	25	15	20	2.5	2	0.8	9	11	11	2
37	30	15	40	2	2	0.5	7	5	11	2
38	15	15	20	2	3	0.5	12	7	14	2
38	15	15	30	2.5	3	0.3	7	7	14	1
38	15	10	30	2.5	2	0.3	12	5	14	2
38	30	20	30	2	4	0.8	9	7	11	2
38	30	15	30	2	3	0.3	7	5	11	2
38	15	20	30	2	3	0.3	9	5	11	1
38	25	20	40	2	3	0.5	9	11	10	2
38	15	10	30	2.5	3	0.3	12	11	10	2
38	25	15	20	2	4	0.5	7	11	11	2
38	25	15	40	2	3	0.3	9	5	10	2
39	30	20	20	2	4	0.8	12	7	10	2
39	25	10	40	1.5	3	0.8	7	5	10	2
39	25	15	20	2.5	4	0.3	12	7	11	3
39	30	15	30	1.5	4	0.8	12	11	14	2
39	25	15	40	1.5	4	0.3	9	5	10	2
39	25	20	30	2.5	4	0.5	9	11	10	2
39	15	15	30	1.5	4	0.8	12	5	14	2
39	30	15	40	2.5	4	0.5	9	7	10	2
39	15	20	40	2	3	0.3	9	7	11	1
39	30	15	30	1.5	4	0.5	9	7	11	2
40	30	15	20	1.5	3	0.5	7	11	14	2
40	25	15	30	2.5	4	0.5	9	7	14	2
40	30	15	30	2.5	4	0.5	9	5	10	2
40	30	15	30	1.5	2	0.5	9	7	14	2
40	30	10	30	1.5	3	0.8	9	5	11	2
40	30	10	40	1.5	4	0.3	9	5	10	2
40	25	15	30	2	2	0.5	9	7	11	2
40	15	15	30	2	2	0.5	9	5	11	2
40	15	10	20	1.5	4	0.5	9	11	14	2
40	30	10	30	2.5	2	0.8	9	5	11	2
41	30	15	30	2	3	0.8	12	5	11	2
41	15	20	20	1.5	4	0.8	9	7	10	1
41	25	15	30	2.5	3	0.3	9	11	14	2
41	30	15	20	2.5	4	0.5	9	7	14	2
41	25	15	30	1.5	3	0.3	12	7	14	2
41	25	20	30	2.5	2	0.5	12	7	11	2
41	30	15	30	2.5	2	0.8	7	7	11	2
41	15	10	20	2.5	3	0.5	9	11	14	1
41	30	20	30	2.5	3	0.5	9	5	14	2
41	30	10	40	2.5	2	0.8	12	11	14	2
42	30	20	30	2	3	0.5	7	7	11	2
42	30	15	30	2.5	4	0.8	9	11	10	2
42	15	20	20	2	2	0.5	9	5	11	2
42	15	15	30	2	4	0.5	12	11	11	2
42	15	20	30	1.5	4	0.5	12	11	11	2
42	30	15	20	2	3	0.5	9	7	10	2
42	15	20	30	1.5	3	0.5	9	7	10	1
42	25	10	30	2	4	0.8	9	7	14	2
42	25	20	40	2.5	2	0.3	9	5	11	2
42	25	15	20	2.5	2	0.8	12	7	10	2
43	15	10	30	2	3	0.5	7	5	11	2
43	30	15	30	2	2	0.8	9	5	14	2
43	30	20	30	2	3	0.5	12	5	11	2
43	30	15	20	1.5	3	0.3	7	11	11	2
43	15	10	30	2.5	3	0.3	9	7	10	2
43	15	10	30	2	4	0.3	12	5	11	2
43	25	15	20	2	3	0.8	12	7	11	2
43	25	15	30	2.5	2	0.5	9	7	11	2
43	15	20	30	2	2	0.3	7	7	14	1
43	25	15	40	2.5	2	0.3	9	5	14	2
44	25	15	40	2	4	0.3	12	5	14	2
44	15	15	30	2	2	0.5	9	7	14	1
44	15	10	30	2	2	0.3	9	7	11	2
44	15	15	20	2	4	0.5	9	5	14	2
44	25	15	20	2	3	0.5	12	7	14	2
44	15	20	40	2.5	3	0.5	9	7	11	1
44	15	15	40	2	2	0.3	12	11	10	2
44	15	20	30	2	4	0.8	9	7	10	1
44	25	15	30	1.5	3	0.8	9	11	10	2
44	25	20	20	1.5	2	0.5	12	7	14	2
45	15	10	20	2	2	0.8	7	5	10	2
45	25	20	20	2	3	0.8	7	7	14	2
45	30	10	30	2	4	0.8	9	7	11	2
45	25	20	30	2	3	0.8	9	5	11	2
45	30	10	30	2	2	0.5	7	7	14	2
45	25	15	30	2	3	0.8	7	7	11	2
45	15	15	20	1.5	3	0.3	9	5	10	2
45	25	15	30	2	4	0.8	12	11	14	2
45	25	20	20	1.5	3	0.5	12	7	10	2
45	25	10	30	1.5	4	0.5	12	11	14	2
46	25	10	30	1.5	2	0.8	7	5	14	2
46	15	10	40	2	4	0.5	7	7	10	2
46	30	10	40	2.5	4	0.3	7	7	11	2
46	25	20	30	2	3	0.5	9	7	14	2
46	15	15	20	1.5	4	0.8	9	7	14	2
46	30	20	30	2.5	3	0.8	12	5	10	2
46	25	20	30	2	2	0.5	9	5	10	2
46	25	10	30	2	2	0.5	7	11	11	2
46	25	15	30	1.5	3	0.5	7	7	11	2
46	15	10	30	2	3	0.5	12	11	11	2
47	30	15	30	2.5	3	0.8	9	7	11	2
47	25	20	30	2	3	0.8	12	7	14	2
47	30	15	30	2	2	0.5	9	7	10	2
47	25	15	30	1.5	2	0.5	7	7	11	2
47	25	15	30	2.5	2	0.5	9	11	10	2
47	15	15	30	2	2	0.5	12	11	10	2
47	15	15	30	2.5	2	0.8	7	5	11	2
47	25	20	20	2.5	3	0.5	12	7	14	2
47	30	15	30	2.5	2	0.5	7	5	11	2
47	15	20	40	2.5	2	0.5	7	5	14	1
48	25	15	40	1.5	3	0.5	7	7	11	2
48	30	10	20	2	4	0.8	9	7	14	2
48	30	15	30	2	3	0.5	9	7	10	2
48	25	20	30	2	3	0.3	9	5	10	2
48	25	10	40	2	3	0.3	7	11	11	2
48	25	10	30	1.5	2	0.5	9	5	14	2
48	30	20	30	1.5	3	0.8	7	11	14	2
48	15	15	30	1.5	3	0.5	9	7	10	2
48	30	15	30	2	4	0.8	12	7	11	2
48	25	15	20	1.5	2	0.5	9	5	14	2
49	25	20	30	2	3	0.3	12	7	11	2
49	30	10	40	2.5	3	0.5	7	11	11	2
49	25	20	40	2.5	3	0.3	9	7	14	2
49	25	10	40	2	3	0.3	7	11	11	2
49	25	15	30	2	3	0.5	12	11	10	2
49	15	10	40	2	4	0.8	7	5	10	2
49	25	15	20	2	3	0.5	12	7	14	2
49	15	15	40	1.5	3	0.5	9	11	14	1
49	30	20	30	2	3	0.5	12	7	14	2
49	25	20	40	1.5	3	0.3	12	7	11	2
50	30	20	30	2.5	3	0.5	7	7	11	2
50	15	10	20	2	2	0.5	9	7	11	2
50	30	15	20	2.5	2	0.5	7	5	11	2
50	25	20	30	2.5	2	0.5	12	5	14	2
50	30	15	30	2	3	0.8	9	7	14	2
50	25	15	20	2	3	0.8	9	7	10	2
50	15	15	30	1.5	4	0.5	9	7	11	2
50	25	15	30	1.5	2	0.5	9	7	11	2
50	30	10	40	2	3	0.3	9	7	14	2
50	25	20	20	2	3	0.5	12	7	11	2
51	30	10	20	2	3	0.5	9	7	10	2
51	15	15	40	2	4	0.5	7	11	10	1
51	30	10	40	2.5	2	0.5	12	5	14	2
51	25	15	40	2.5	3	0.5	9	7	14	2
51	25	20	40	2	2	0.8	9	5	10	2
51	15	10	30	2	2	0.5	9	5	11	2
51	25	10	30	2	3	0.8	9	7	14	2
51	25	15	40	2	4	0.5	12	5	11	2
51	25	15	40	2.5	4	0.3	9	7	11	2
51	25	10	30	1.5	3	0.8	12	7	14	2
52	25	10	30	2	2	0.5	9	7	11	2
52	25	15	40	2	3	0.5	9	5	11	2
52	25	10	40	2	3	0.5	9	7	11	2
52	15	20	20	2.5	2	0.8	12	7	14	1
52	25	20	30	2	3	0.5	7	5	14	2
52	25	10	40	2.5	3	0.3	9	5	11	2
52	15	15	20	2.5	3	0.5	7	5	11	2
52	25	20	30	2.5	4	0.3	7	7	11	2
52	25	15	40	1.5	3	0.3	9	5	10	2
52	25	15	20	2.5	3	0.3	9	5	14	2
53	30	20	40	1.5	3	0.8	9	5	11	2
53	30	20	30	2	3	0.5	7	11	14	2
53	30	20	40	1.5	4	0.8	9	11	11	2
53	15	15	20	2	3	0.5	9	7	11	2
53	15	20	30	2	2	0.5	9	7	14	1
53	30	15	40	1.5	3	0.5	7	5	11	2
53	25	20	30	2	4	0.8	9	7	10	2
53	15	20	40	2	3	0.5	9	7	11	1
53	25	15	20	2	4	0.5	9	7	11	2
53	30	10	40	1.5	3	0.5	9	5	11	2
54	25	15	40	2	4	0.8	7	11	11	2
54	30	15	30	2.5	2	0.5	9	5	10	2
54	25	15	40	1.5	4	0.8	12	7	10	2
54	25	15	40	2	3	0.8	7	7	11	2
54	30	20	30	1.5	3	0.3	12	11	11	2
54	25	20	40	2	4	0.5	9	5	11	2
54	15	10	30	2	3	0.5	12	7	14	2
54	25	15	40	2.5	3	0.3	7	7	11	2
54	25	20	20	2	4	0.8	7	7	10	3
54	30	10	30	1.5	3	0.5	9	11	10	2
55	25	15	20	2	3	0.8	9	5	11	2
55	15	15	20	2	4	0.5	9	11	14	1
55	30	20	20	2.5	3	0.8	9	7	14	2
55	30	20	20	2.5	3	0.5	12	11	14	2
55	30	10	20	2	2	0.8	12	7	11	2
55	25	20	30	2	3	0.3	9	7	10	2
55	15	15	30	1.5	2	0.3	12	11	11	2
55	30	20	30	2	4	0.8	9	7	10	2
55	15	20	30	1.5	4	0.3	7	7	11	1
55	25	10	30	1.5	3	0.8	12	7	10	2
56	25	15	30	2.5	2	0.5	9	5	14	2
56	30	20	30	2	3	0.8	7	11	11	1
56	30	20	40	2	4	0.8	9	7	10	2
56	30	20	30	2	4	0.3	9	7	11	2
