ID	trip_duration	time_of_day	Size	Fragile	Compensation	choice
36	19.4133975363267	1	0.203338393876722	0	10.4287105142305	1
37	35.0313593146588	2	0.285728374421924	0	11.5752830525312	1
38	27.846735443973	3	0.369572821574075	0	12.6815991186729	1
39	44.9006824968603	1	0.486977603982247	1	13.7977267503713	1
40	16.3161235915529	2	0.121824339130816	1	14.9770539731073	1
41	33.1793428361118	3	0.220648926025096	1	16.2974792812836	1
42	26.0037657152714	2	0.301760165355479	0	17.9152115493966	0
43	41.7096146895993	3	0.388507280312742	0	20.3233745937576	1
44	21.8943967846956	4	0.525662579495261	0	5.95102033124798	1
45	37.0048437269865	1	0.144995578547811	0	7.85571578916569	0
46	29.6288498116299	2	0.237363695392687	1	9.29784223678708	1
47	49.7732051612361	3	0.31798829136528	1	10.5361053251896	1
48	14.3247969219319	2	0.408896760274596	1	11.6767258309341	1
49	32.2808814142939	3	0.584287226093075	0	12.7819296892176	0
50	25.0433333109024	4	0.0305134283923368	0	13.9014163100194	0
51	40.3890766130469	2	0.16986422932831	0	15.0897387579372	1
52	20.7074662510713	3	0.256903957142042	0	16.4287559633588	1
53	35.9986338434951	4	0.33794557175198	0	18.0879371023758	1
54	28.7425657280437	1	0.43614530817207	1	20.6368045196468	1
55	46.9863139243982	2	0.0702153432770831	1	6.15842198691118	1
56	17.9717186939876	3	0.188902062716103	0	7.99994431780008	1
57	34.0940600239393	1	0.272946387303269	0	9.41669361792017	1
58	26.935853597024	2	0.355198396551924	0	10.6427188075933	1
59	43.1887051547711	3	0.462366818098149	0	11.7778835176272	1
60	23.0009581042003	2	0.100924264715723	0	12.8823753332382	1
61	38.0612584511935	3	0.206858800394877	1	14.0056584832065	1
62	30.5107018814701	4	0.288926110299131	1	15.2036205494957	1
63	54.4474919298893	1	0.373264586883504	0	16.5625044957868	1
64	10.9165647693945	2	0.493849549053575	0	18.2668325777943	1
65	31.1721539308554	3	0.126684976011762	0	20.981630947961	1
66	23.7896620591288	2	0.224032838672891	0	6.35663123908136	1
67	38.8952064931196	3	0.304985270107812	0	8.14095510250766	1
68	19.0688285484441	4	0.392453219111642	1	9.53403947323087	0
69	34.7945353901178	2	0.535112623053783	1	10.7486046304982	1
70	27.6206531451421	3	0.149330906505732	0	11.8787942337509	1
71	44.4448927490095	4	0.240652701892993	0	12.9829723559452	0
72	15.8565476587495	1	0.321271054879555	0	14.1104998177146	0
73	32.9534327044002	2	0.413196805193524	0	15.3187785993919	0
74	25.7666212950053	3	0.601664515016503	0	16.6989079931432	1
75	41.3667111848067	2	0.039535383370125	1	18.4525740630641	0
76	21.6060773459257	3	0.173775978805043	1	21.3666728622653	1
77	36.7490732116138	4	0.260124342517805	0	6.54668248221868	0
78	29.4078895003463	2	0.341343145601038	0	8.27898385688004	1
79	48.9764361741449	3	0.441082365882047	0	9.64997339134682	1
80	13.7491314187975	4	0.076893456241499	0	10.8538142165702	0
81	32.0581364106447	1	0.19256905061483	0	11.9794954652134	1
82	24.7978304540092	2	0.276142799712404	1	13.0837574446437	0
83	40.0780967946645	3	0.358737972403142	1	14.2159886067094	1
84	20.3952784751052	1	0.468151884206677	0	15.4352972728143	0
85	35.7535476776614	2	0.106395403150438	0	16.8381677977646	0
86	28.5197096954184	3	0.210348115089818	0	18.6459528359721	0
87	46.4174142222283	2	0.292127007851592	0	21.8052082329413	1
88	17.5813281489357	3	0.377000871664933	1	6.72944600874507	1
89	33.8635258776915	4	0.501089907908817	1	8.41424364397037	1
90	26.7050787165924	1	0.131423398095724	1	9.76458294153731	0
91	42.8007294493268	2	0.227394717948068	0	10.9583969496593	1
92	22.7307218804467	3	0.308219393188493	0	12.0800241635949	0
93	37.7917156989499	1	0.396460698804652	0	13.1847677643134	0
94	30.2903831825432	2	0.545424118183266	0	14.3221750701587	1
95	52.9219940911548	3	0.15358287217336	1	15.5532666022261	1
96	12.4615097708409	2	0.243927044573466	1	16.9805061415393	0
97	31.6143061118363	3	0.324569281949175	1	18.8479037773961	0
98	24.299314310362	4	0.417583810710372	0	22.3186787213298	0
99	39.4753111317033	1	0.623245820644251	0	6.90566146572765	0
100	19.748857925614	2	0.0479267296261385	0	8.54692781582436	0
101	35.2700491880601	3	0.177632274608612	0	9.87795026756624	1
102	28.0718801420415	2	0.263337610556811	0	11.0624003651925	1
103	45.3790857040981	3	0.344765402297957	1	12.1804168434787	1
104	16.755312962509	4	0.446159166847608	1	13.2860410563627	0
105	33.4062655375214	2	0.0832720392412715	0	14.4291115522089	1
106	26.2391455419407	3	0.196195799375425	0	15.6727829128328	1
107	42.0622932149692	4	0.279337848941917	0	17.1261693105069	0
108	22.1777304023657	1	0.362312018845079	0	19.0595432024832	0
109	37.2637355466566	2	0.474163462515757	0	22.9453516073292	0
110	29.8495339714375	3	0.111692394158592	1	7.07596315861409	1
111	50.6690928176896	1	0.213808327583533	1	8.67721249242979	0
112	14.8646295416488	2	0.295332210885729	0	9.99015261419314	1
113	32.5042892891973	3	0.380784613208729	0	11.1658703254481	0
114	25.2865381335518	2	0.508755164097635	0	12.280709676892	1
115	40.7071151692521	3	0.136049108712552	0	13.387615741254	0
116	21.0130212754523	4	0.230736147404074	0	14.5368527366959	0
117	36.2461424471844	1	0.311463762791199	1	15.7939495317123	1
118	28.9648270064749	2	0.40053396958804	1	17.2754314318088	1
119	47.5964112642158	3	0.556816497626499	0	19.2822201513956	1
120	18.3489819504229	1	0.157757184219683	0	23.7650745908723	0
121	34.3260004309596	2	0.247188058138345	0	5.02435889361657	1
122	27.1653078254791	3	0.327884372832843	0	7.25564464420181	1
123	43.5909492374384	2	0.422064413697801	0	8.81679342549005	1
124	23.2673707099074	3	0.652395957289199	1	10.1113119716884	0
125	38.3348348846232	4	0.0122319859098059	1	11.2781903201833	0
126	30.7310521002306	1	0.162671167908857	0	12.3900483714026	0
127	56.5256380999441	2	0.251085506505894	0	13.4988143192962	0
128	10.4732697836644	3	0.331886783968767	0	14.6553736918297	1
129	31.0618042504672	2	0.427575068641915	0	15.9281442868221	0
130	23.6603372310668	3	0.0573036492222154	0	17.4427286018356	0
131	38.7533676296142	4	0.182191514662708	1	19.5396809566953	0
132	18.8928766295452	2	0.267185790419047	1	5.28256053032226	1
133	34.6767846279891	3	0.348907188756685	0	7.41527044486688	1
134	27.5072319736023	4	0.452454139156246	0	8.94256557469516	1
135	44.2246276162369	1	0.0905783946275114	0	10.2213090398203	0
136	15.6182761891313	2	0.200498277286228	0	11.3806865949166	1
137	32.8408288705903	3	0.283171698580824	1	12.490248326974	0
138	25.6473489634768	1	0.366649609606167	1	13.601146941644	0
139	41.1986710971283	2	0.481714179903893	1	14.7649858044389	1
140	21.4599377828207	3	0.117840712127011	0	16.0531309624726	1
141	36.6222981623994	2	0.217924825496357	0	17.6005510956564	1
142	29.297281402311	3	0.299185764315016	0	19.7912557194583	0
143	48.6077974042937	4	0.385392190856683	0	5.52482480009317	0
144	13.4458480512456	1	0.518615147046455	1	7.57046275050849	0
145	31.9469866157314	2	0.141463102189761	1	9.06639454644722	1
146	24.6741701486162	3	0.234721009871717	1	10.3303536640663	1
147	39.9250916694527	2	0.315372300674415	0	11.4827822661039	1
148	20.2365362831272	3	0.405515266225343	0	12.5904590554479	1
149	35.6318657014404	4	0.572372949560961	0	13.7039051863412	0
150	28.4080328130467	2	0.0227542226618455	0	14.8755891037349	1
151	46.1463613569311	3	0.166692391690914	0	16.1801409179254	0
152	17.380779670145	4	0.254321723410846	1	17.7630506316418	0
153	33.748753618033	1	0.335244144925866	1	20.0604567248874	1
154	26.5891635875168	2	0.432288546587979	0	5.75345498480942	1
155	42.6116570302788	3	0.0646299809567684	0	7.72158689083191	0
156	22.5940904200303	2	0.185937725975288	0	9.18840483469425	0
157	37.65837701765	3	0.270387514923896	0	10.438507422748	1
158	30.1802117283114	4	0.352390096070568	0	11.5845179200867	0
159	52.2813594236	2	0.457886495224452	1	12.6907162733015	1
160	12.1040101794657	3	0.0964100206615648	1	13.8071314318848	1
161	31.5036355003276	4	0.204045061549172	0	14.9872505750813	0
162	24.1730006972388	1	0.286367723278836	0	16.3093158837644	0
163	39.3282828970946	2	0.370307747616601	0	17.9306748310844	1
164	19.5822189389528	3	0.488324852345438	0	20.3507472592632	0
165	35.1504631183892	1	0.122806737354257	0	5.97028585022418	0
166	27.959419388247	2	0.221327549414383	1	7.86896712037573	1
167	45.1368705588519	3	0.30240452298564	1	9.3087117055489	1
168	16.5381139646278	2	0.389291737598003	0	10.5458289227829	0
169	33.2926718360148	3	0.52749193784249	0	11.6859331871117	0
170	26.1216686990636	4	0.145869605414524	0	12.7910558131149	0
171	41.8846780895164	1	0.238022735174156	0	13.9108693483072	0
172	22.0366657348393	2	0.318643672727256	0	15.1000410286705	1
173	37.1338870162462	3	0.409750109898625	1	16.4408101475361	1
174	29.7392215557323	1	0.587512335904543	1	18.1039359403885	1
175	50.2069445089023	2	0.0323740630432154	0	20.6667453010844	1
176	14.5988382004473	3	0.170651191461362	0	6.17680397372186	1
177	32.3924972675603	2	0.257548660578252	0	8.01289272661848	0
178	25.165213811638	3	0.338623194161922	0	9.42742218261911	0
179	40.5471793897291	4	0.437122108964935	0	10.6523740719149	0
180	20.861042262837	1	0.0715767774199886	1	11.7870668569668	1
181	36.1220756103202	2	0.189638804146026	1	12.8915137135516	1
182	28.8537655932088	3	0.273585833135924	0	14.0151640422564	0
183	47.2857462592201	2	0.355903659689121	0	15.2140354957161	1
184	18.1619112925775	3	0.463506849472924	0	16.5747922170618	1
185	34.2098478129333	4	0.102033246815007	0	18.2834242845476	1
186	27.0507394238733	2	0.207559085531872	1	21.0148127600199	1
187	43.3879499037247	3	0.289566000405165	1	6.37423159299041	0
188	23.1346270507893	4	0.37400819111146	1	8.15362304105552	0
189	38.1975258520094	1	0.495266511793945	0	9.54463590772133	0
190	30.620868264698	2	0.127642117939202	0	10.7581963259102	0
191	55.3904492267795	3	0.224706925608121	0	11.8879569887668	0
192	11.3340107598359	1	0.305631334311292	0	12.9921263106788	0
193	31.2825692078699	2	0.393249660690362	1	14.1200622130713	1
194	23.9181979881374	3	0.537100042893989	1	15.3293136715077	0
195	39.0382764114086	2	0.150187778318931	1	16.711446765338	0
196	19.2423004208832	3	0.241308700275023	0	18.4698254408656	0
197	34.9127219048013	4	0.321929419043538	0	21.4040812651501	0
198	27.7338171383861	1	0.414067046350122	0	6.56358652848297	1
199	44.6701389733342	2	0.605576101979842	0	8.29139158261484	0
200	16.0890437307626	3	0.0412605007890893	0	9.66044589575566	0
201	33.0662669361003	2	0.174551559156392	1	10.8633469137847	1
202	25.8854216694123	3	0.26076752767721	1	11.9886410157338	0
203	41.5369933957322	4	0.342025566856181	0	13.0929303312344	1
204	21.7508818403077	2	0.442086155704512	0	14.2256123213592	1
205	36.8765805589623	3	0.0781919591399535	0	15.4459604125589	1
206	29.5184090402403	4	0.193297537639529	0	16.8509769169433	0
207	49.3640628283353	1	0.276781882444716	0	18.663942448817	1
208	14.0418199957109	2	0.359449952646144	1	21.8483752539944	1
209	32.1694312524701	3	0.469335288980025	1	6.74572595602428	1
210	24.9208784280673	2	0.107468203684417	0	8.42640950858579	1
211	40.2327376410561	3	0.211042423871214	0	9.77493919930964	0
212	20.552232833373	4	0.292767667247338	0	10.9678750437234	0
213	35.8757975491361	2	0.377753725915827	0	12.0891558457472	0
214	28.6312171977895	3	0.502586937520015	0	13.1939629884669	1
215	46.6971509562792	4	0.132357271476108	1	14.3318647717831	1
216	17.7782472257635	1	0.228064590249032	1	15.564066296389	1
217	33.9786237364011	2	0.308867407638012	0	16.9936069513338	1
218	26.8206376660014	3	0.397269947512626	0	18.8667249518242	1
219	42.9930240131984	1	0.547607678608242	0	22.3701892474871	0
220	22.8663335413683	2	0.154423773276951	0	6.92137900255579	1
221	37.9259991544112	3	0.244580271561566	0	8.55886850822446	0
222	30.4005433770027	2	0.325230905410318	1	9.88819749596132	1
223	53.6364834847892	3	0.418472219468781	1	11.0718280920186	1
224	12.8032972484476	4	0.628301165632565	0	12.1895379583847	1
225	31.7250815244707	1	0.0495386029993009	0	13.295262081212	0
226	24.4249327676514	2	0.178397190095528	0	14.438872111992	1
227	39.6237540157433	3	0.263979513753608	0	15.6837282540735	1
228	19.9134024949753	2	0.345452969830443	1	17.1395855186297	1
229	35.3901337872531	3	0.447192405892775	1	19.0793080595155	1
230	28.1841287291851	4	0.0845149054070082	1	23.0101254200126	0
231	45.6277508248682	2	0.196916542140893	0	7.09117143482131	1
232	16.9679933806311	3	0.279976794611187	0	8.68894324432351	1
233	33.5201357217586	4	0.363031163777007	0	10.0002976091412	0
234	26.3562108357186	1	0.475395223444851	0	11.1752517770621	0
235	42.2425768749438	2	0.112732302351965	1	12.2898234991324	0
236	22.3176307648596	3	0.214497045939952	1	13.3968660969069	1
237	37.3944153014538	2	0.295973869529324	1	14.546689249899	1
238	29.9597967213343	3	0.38154732921194	0	15.8050502876458	1
239	51.1644474078215	4	0.510345120760288	0	17.2891894901869	1
240	15.1227800050426	2	0.13696149014388	0	19.3030651291051	0
241	32.6162680689199	3	0.231402114361554	0	23.8545110006186	1
242	25.4073239979097	4	0.312113976213253	1	5.04856230980108	1
243	40.8689569364451	1	0.401356917920342	1	7.27034978290322	1
244	21.163460779045	2	0.559250317601328	1	8.82831102048213	1
245	36.370854527159	3	0.158583195135138	0	10.1213527428436	0
246	29.0757600940556	1	0.24783877624344	0	11.2875258045602	1
247	47.9194167653681	2	0.328549541166785	0	12.3991579514272	1
248	18.5330768850941	3	0.422972398031421	0	13.5081007889985	0
249	34.4425314731577	2	0.659776361529022	0	14.6652991649282	1
250	27.2795712568088	3	0.0144187459491536	1	15.9394266140177	1
251	43.7979096192532	4	0.163480609068463	1	17.4568935354615	1
252	23.3992183193845	1	0.251733551107126	0	19.5618977892709	0
253	38.4732204163445	2	0.332556597350392	0	5.30520451862471	1
254	30.8412629722308	3	0.428508617556332	0	7.42955622543137	1
255	57.9694536308302	1	0.0588019297621233	0	8.95390110918139	0
256	10.2406783981521	2	0.18294450769801	0	10.23126059685	0
257	31.0066509809209	3	0.267826462679781	1	11.3899839562162	1
258	23.5953710700385	2	0.349601413608208	1	12.499357411811	1
259	38.6828969362455	3	0.453526439406897	0	13.6104703844449	1
260	18.8039359071027	4	0.0917624642816734	0	14.7749987110524	0
261	34.6180680153574	1	0.201210358348061	0	16.0645916695528	0
262	27.4504213079943	2	0.28381077770546	0	17.6151242039761	0
263	44.1162717219527	3	0.367377980551878	0	19.8149546913832	1
264	15.4968524597543	2	0.483011825577746	1	5.54614225195819	1
265	32.7846098728117	3	0.118844911417839	1	7.58436426793633	1
266	25.5875308265431	4	0.218607318988456	0	9.07755974799615	1
267	41.1154630884553	2	0.299828929167925	0	10.3402217354739	1
268	21.3863525577328	3	0.38616761127357	0	11.4920452366679	0
269	36.5591781019176	4	0.520338474548792	0	12.5995708896014	0
270	29.2419410699721	1	0.142351784908814	0	13.7132694050874	0
271	48.4299280757758	2	0.235382682763092	1	14.8856953850076	1
272	13.289922981531	3	0.316025489353163	1	16.1917924097037	0
273	31.8914629257059	1	0.406355943514735	0	17.7780702343665	0
274	24.6121042074394	2	0.575217452046022	0	20.085915539888	1
275	39.8491838409219	3	0.024744189053943	0	5.77362991649555	1
276	20.1564728654426	2	0.167489013274299	0	7.73513521934066	0
277	35.5712320207889	3	0.25496781419056	1	9.19941054757085	1
278	28.3521275725543	4	0.335918168361851	1	10.4482974549362	1
279	46.013883032685	1	0.433245336808006	1	11.5937501403896	1
280	17.2790836810308	2	0.066048027530751	0	12.6998341081361	1
281	33.6914856420783	3	0.186681460396578	0	13.8165403411031	0
282	26.5310682721357	1	0.271027414569366	0	14.9974565046082	0
283	42.5182808883638	2	0.353090291530909	0	16.3211716443095	1
284	22.5253816949274	3	0.458994925898747	1	17.9461846458081	1
285	37.5920525696711	2	0.0975506500657587	1	20.3783312289033	1
286	30.1251187865112	3	0.204750419180994	1	5.98946631836715	1
287	51.9837259423337	4	0.287007162215016	0	7.88218992136224	0
288	11.9187956556394	1	0.371044365327331	0	9.31956798600596	0
289	31.4483364042377	2	0.489685313278977	0	10.5555461059258	0
290	24.1095762581719	3	0.123783914004517	0	11.6951382165386	1
291	39.2552838627048	2	0.222005239124014	1	12.8001829149962	1
292	19.4980867414727	3	0.303049202656217	1	13.9203269869754	1
293	35.0908519342448	4	0.390078528991696	1	15.1103532467474	1
294	27.9031060095532	2	0.529350412779332	0	16.4528848810814	1
295	45.0180479339288	3	0.146740101065921	0	18.1199861785429	1
296	16.4277357025242	4	0.238681144687005	0	20.6969493006244	0
297	33.2359749775646	1	0.319299628934721	0	6.19511097058927	0
298	26.0627713994513	2	0.410606741490025	0	8.02581474563455	0
299	41.7968344363242	3	0.590852077945098	1	9.43813838198519	1
300	21.9656843601806	1	0.0342054983674165	1	10.6620233634156	1
301	37.0692663061728	2	0.171435817258577	0	11.7962481840223	1
302	29.6840437049903	3	0.25819304127766	0	12.9006533720834	1
303	49.9867816065336	2	0.339301749281198	0	14.0246745875168	0
304	14.462889717579	3	0.438104124929828	0	15.2244610475802	0
305	32.3366679772457	4	0.0729249739868069	0	16.5871020123729	0
306	25.1043442097575	1	0.190373852340854	1	18.3000730423691	1
307	40.4679032864116	2	0.274225188230447	1	21.0483320335154	0
308	20.7844575865277	3	0.356610231629798	0	6.39176533923504	1
309	36.0602778311596	2	0.46465519370185	0	8.16626651736465	1
310	28.7981836033198	3	0.10313470678912	0	9.55522074514435	0
311	47.1346892888598	4	0.208258143579535	0	10.7677824717414	0
312	18.0672147806666	2	0.290206026072859	0	11.8971180407955	1
313	34.1519091539014	3	0.374753598380496	1	13.0012818470923	1
314	26.9933369756576	4	0.496698589787651	1	14.1296299950146	1
315	43.2878704861776	1	0.128594454371251	0	15.3398600501793	0
316	23.0679101077002	2	0.225380144289477	0	16.7240092884467	0
317	38.1292640736092	3	0.306277768918399	0	18.4871404867673	1
318	30.565783490073	2	0.394048595756716	0	21.4419389097344	1
319	54.8995106811909	3	0.539123235941152	0	6.58043102920561	0
320	11.1282953639245	4	0.151041364761372	1	8.30377658924557	1
321	31.2273527629488	2	0.241964123029727	1	9.67090752213977	0
322	23.8540270803906	3	0.322588412670313	0	10.8728744679686	1
323	38.9665849333156	4	0.414940814979855	0	11.9977851682246	1
324	19.155867757309	1	0.609668062456748	0	13.1021051069849	0
325	34.8535732401251	2	0.0429613780007676	0	14.2352418390274	0
326	27.6772665669306	3	0.175324950883614	1	15.4566356070028	1
327	44.5568741435759	1	0.261410437651453	1	16.8638116383998	1
328	15.973494360024	2	0.342708989070502	1	18.6820035518807	0
329	33.0098203197867	3	0.443095628695459	0	21.8921717930222	1
330	25.8260794913747	2	0.0794787935276396	0	6.76195236693655	0
331	41.4515661011264	3	0.194024436003123	0	8.4385542366457	0
332	21.6786435843227	4	0.277420919700337	0	9.7852852537236	0
333	36.8127338956299	1	0.360163329208076	1	10.9773483861779	1
334	29.4631597270019	2	0.470527940481634	1	12.0982864312897	1
335	49.1677293231759	3	0.108534177022007	1	13.2031604140968	1
336	13.8967421257543	1	0.211735584307366	0	14.3415607105559	1
337	32.1137650608484	2	0.29340850802442	0	15.5748788458458	0
338	24.8594297671991	3	0.378508502227051	0	17.0067354157498	1
339	40.1552089264707	2	0.50410142988358	0	18.8856269620607	1
340	20.4739748710715	3	0.133286710534598	1	22.422649596364	1
341	35.8146004804528	4	0.228733657117771	1	6.93704816181069	1
342	28.5754839661641	1	0.309515841809904	1	8.5707895061537	1
343	46.5561528704105	2	0.398081862368582	0	9.8984351555865	0
344	17.680229678872	3	0.549836303718913	0	11.0812514449633	1
345	33.9210333108572	2	0.155261612991103	0	12.1986582753411	1
346	26.7629018852432	3	0.245232975997452	0	13.3044856255423	0
347	42.8964639666678	4	0.325893214692592	0	14.4486393625455	0
348	22.7986531126126	2	0.419364426155407	1	15.6946873095727	1
349	37.8587374154516	3	0.633684696956014	1	17.1530316664141	1
350	30.3454640890409	4	0.0511300198986185	0	19.0991650533261	1
351	53.2688064364871	1	0.179160054085387	0	23.0765082554499	0
352	12.6342623738714	2	0.264621188619883	0	7.10633579775163	1
353	31.6696800978717	3	0.346141609723704	0	8.70065562044899	0
354	24.3622090651288	1	0.448231858340272	0	10.0104336336557	1
355	39.5493525886929	2	0.0857474097319563	1	11.1846292201584	1
356	19.8313867081276	3	0.197635794583169	1	12.2989368200839	1
357	35.3300281391843	2	0.280615739952648	0	13.4061192966227	1
358	28.1280302729705	3	0.363751797646469	0	14.5565329289527	0
359	45.5025838544331	4	0.476637328868174	0	15.8161656819105	0
360	16.862201853066	1	0.113765988925748	0	17.3029800441978	0
361	33.4631653257094	2	0.215184690873568	0	19.3240160980102	1
362	26.2977287329208	3	0.296615755827291	1	23.9473017473287	1
363	42.1520938791566	1	0.382312094792474	1	5.07261271725093	1
364	22.247823688036	2	0.511955485696801	0	7.28501522854927	1
365	37.3289698620717	3	0.137869769958411	0	8.83981155464988	0
366	29.9046709519546	2	0.232067336346062	0	10.1313851589556	0
367	50.9122717996276	3	0.312764659771417	0	11.2968576663424	1
368	14.9946244917328	4	0.402182720017815	0	12.4082673523899	1
369	32.5602546678314	1	0.561742758470161	1	13.5173904654543	1
370	25.3469972835485	2	0.159406349440366	1	14.6752323491665	1
371	40.7877930870837	3	0.24848902347126	0	15.9507246709572	1
372	21.0884299812671	2	0.329215453611674	0	17.4710941168871	1
373	36.3084165477016	3	0.423884479404486	0	19.5842396448155	0
374	29.0203089613004	4	0.667950664234761	0	5.32771913832946	1
375	47.7562957767613	2	0.0165624243438858	0	7.44380568809506	0
376	18.4413926355756	3	0.164287417180282	1	8.96522068825774	1
377	34.3842177885333	4	0.252381185211717	1	10.2412043319981	1
378	27.2224768924411	1	0.333227227630552	0	11.3992780383167	1
379	43.6939207420489	2	0.429446666553929	0	12.5084666124704	1
380	23.3334047344863	3	0.0602832227561669	0	13.6197973754173	1
381	38.4038908544161	1	0.183695601362815	0	14.7850198560043	1
382	30.7861535570877	2	0.268466962088221	1	16.0760691928078	1
383	57.1977157962319	3	0.350296801110196	1	17.6297362449707	1
384	10.6983844095173	2	0.454605688488813	1	19.8388010799965	1
385	31.1169714972907	3	0.092937471736268	0	5.56734885260478	0
386	23.7250998261386	4	0.201921059693283	0	7.59823244849153	0
387	38.8241357884443	1	0.284449910689701	0	9.08871001494946	0
388	18.98116943407	2	0.368107959064374	0	10.350082491377	1
389	34.7356064729444	3	0.484321408993997	1	11.5013052626148	1
390	27.5639754314881	2	0.11984351872715	1	12.6086831347506	1
391	44.3341562003916	3	0.219288824408972	1	13.7226375230707	1
392	15.738157684457	4	0.300472377969138	0	14.8958104607196	0
393	32.8971026861044	2	0.386945246876114	0	16.2034618969171	1
394	25.7070451152864	3	0.522086860222629	0	17.793132506352	1
395	41.2824167121492	4	0.143236721906835	0	20.1115508709814	1
396	21.5331773730066	1	0.236043680426288	0	5.79370878541948	1
397	36.6855955905869	2	0.316679210317533	1	7.74865285849159	1
398	29.3525971350082	3	0.407199722211818	1	9.21040227128918	1
399	48.7898833848573	2	0.578147093372948	0	10.4580806536731	0
400	13.5988740058019	3	0.0266997816474169	0	11.6029797428494	1
401	32.0025440207413	4	0.168283171887617	0	12.7089526501661	0
402	24.7360780666941	2	0.255613543604828	0	13.8259535113967	1
403	40.0013935455157	3	0.33659307198214	0	15.0076718165406	1
404	20.3161351770832	4	0.4342070060895	1	16.3330466843297	0
405	35.6926368409159	1	0.0674513416449754	1	17.9617414075971	1
406	28.4638930813603	2	0.18742341298728	0	20.4061305464551	1
407	46.2808452164437	3	0.271667187110969	0	6.00856273139047	1
408	17.4815194941885	1	0.353791729135822	0	7.89538439635578	0
409	33.8060998406765	2	0.460111018855287	0	9.3304111553924	1
410	26.6471665070762	3	0.0986831244664781	0	10.565256915574	1
411	42.7058002902349	2	0.205454483718896	1	11.7043409480387	1
412	22.6625357185654	3	0.287646700305451	1	12.8093110220427	1
413	37.7249301583305	4	0.371782696406548	0	13.9297892605358	0
414	30.2352994612093	1	0.491059337381749	0	15.120675470364	1
415	52.5935367736204	2	0.124755956242948	0	16.4649802968285	1
416	12.284833616114	3	0.222682008459789	0	18.1360882957653	1
417	31.5589583250678	1	0.303694213969877	0	20.7274221821557	0
418	24.2362457772564	2	0.390867685379755	1	6.21334380271935	1
419	39.4016233007414	3	0.531239175606875	1	8.03871055841284	1
420	19.6658056151417	2	0.147607116562863	0	9.44884228803391	1
421	35.2101948629031	3	0.239338934993129	0	10.6716667213052	1
422	28.0156769716173	4	0.319956170780542	0	11.8054275271125	1
423	45.2571993259825	1	0.411466702311554	0	12.9097943362759	1
424	16.6472947776129	2	0.594316290149066	0	14.0341901547625	1
425	33.3494348670632	3	0.0360088427922917	1	15.2348972669809	1
426	26.1804594685916	2	0.172218137167258	1	16.5994340275659	1
427	41.9731595618901	3	0.2588371088124	0	18.3167794097566	1
428	22.1073460659225	4	0.339981250521838	0	21.0821970664669	1
429	37.1987090231235	2	0.439091445177177	0	6.40923316980446	1
430	29.7943845749421	3	0.0742602711058352	0	8.17888569713464	1
431	50.4341944854376	4	0.1911072287452	1	9.56579405282434	0
432	14.7327253918343	1	0.274864461653511	1	10.7773631056159	1
433	32.4483705982056	2	0.357318129492322	1	11.9062774177274	1
434	25.2259443763421	3	0.465812026083146	0	13.0104389929601	0
435	40.6269136846405	1	0.104228791616727	0	14.1392032007148	0
436	20.9372277348973	2	0.208955990610354	0	15.3504178013941	0
